,Unnamed: 0,Name,Review,Suggestion/Complaint
1604,1604,Kindle Customer,"
Great Birkies


I've been wearing Birkenstock Arizonas for 10 years and average about a pair a year - speaks for itself.  Always good to get them at a great price too.
",1.0
1605,1605,Reluctant shopper,"
Fast delivery


A bit large
",0.0
1606,1606,Marie Chilcott,"
Love them


Perfect fit thinking of getting them in white as black look great and very comfortable perfect for summer 2014 !!!
",1.0
1607,1607,Julie Basquill,"
Five Stars


Fantastic shoes I love them & great service.
",1.0
1608,1608,KP,"
Five Stars


Really pleased with fit, colour and comfort!
",1.0
1609,1609,Mrs J Cloke,"
Four Stars


Very comfortable
",1.0
1610,1610,Amazon Customer,"
One Star


Too big of a fit .Disappointing
",0.0
1611,1611,Amazon Customer,"
Awful


Too narrow and cheap feeling fake leather
",0.0
1612,1612,william anderson,"
Good delivery time


Just as expected.  Good delivery time, excellent price and ideal fit.
",1.0
1613,1613,cathryn scott,"
Five Stars


Perfect fit and lovely co,our.  Would recommend for anyone with size 2 1/2 feet!
",1.0
1614,1614,Naomi Willows Rough,"
No complaints


Great shoe, true to size.
",1.0
1615,1615,Imogen Thomson,"
Four Stars


Definitely buy a size down in this shoes as they are big made!
",1.0
1616,1616,Michael Inkoom,"
Beautiful pair


Toes didn't fall exactly as I would want them but I still prefer this size. I noticed the previous one was a tad smaller though.
",1.0
1617,1617,Eve,"
Birkenstock = comfort


Brought to wander around in in Rome, perfect and very comfortable
",1.0
1618,1618,DJ Drew,"
Very comfortable


Very simple, very comfortable, very good.
",1.0
1619,1619,Amazon Customer,"
Five Stars


good fit.
",1.0
1620,1620,Veronica Pop,"
Four Stars


Very good fit, very pleased.
",1.0
1621,1621,Wendy Bowis,"
Great fit


I love these they are so comfy. I have arthritis in my feet so I find there sandals really good for my feet.
",1.0
1622,1622,Amazon Customer,"
Five Stars


All is well, thank
",1.0
1623,1623,A. Hopwood,"
Love 'em so much I bought another 2 pairs


Advised to buy Birkenstocks by my Chiropractor so I bought these.Loved 'em so much I ordered another 2 pairs.
",1.0
1624,1624,Lev V,"
Five Stars


Very nice
",1.0
1625,1625,Amazon Customer,"
Five Stars


Love these Birkenstocks. Beautiful color and super comfortable!!!
",1.0
1626,1626,Alan Markey,"
Perfect fit, just as expected


Great quality, love the colour and a perfect fit. What more is there to say? Oh yes, great value too compared to other retailers.
",1.0
1627,1627,Fiona Fisher Bullivant,"
Birkenstock


Excellent product and service
",1.0
1628,1628,lisa compton jones,"
Seriously comfortable!


The most comfortable footwear I have ever owned. These do not leave my feet. Great price, great delivery and top quality product.
",1.0
1629,1629,Wilkins,"
Five Stars


Just what I wanted – easy to use my Amazon vouchers online & quick delivery
",1.0
1630,1630,Amazon Customer,"
Too big


My husband is a size 9. I ordered a 9 but they were huge. Had to send back and get an 8 which fitted fine.
",0.0
1631,1631,Jenn Loney,"
Five Stars


Great price
",1.0
1632,1632,Alingham,"
Two Stars


Wrong size delivered.
",0.0
1633,1633,Giulia,"
Five Stars


love it
",1.0
1634,1634,MISS SL HALL,"
Fantastic as always


Love them,love them,love them!! Now added to my other 105 pairs!! Im addicted!
",1.0
1635,1635,Amazon Customer,"
Comfortable and stylish


Very pleased with my birkenstocks... Expect to enjoy them for years to come.
",1.0
1636,1636,Rubyjen,"
Not feminine !


Have sent these back they are unisex so very wide and unflattering !
",0.0
1637,1637,alison leslie,"
great


Bought them for my husband (as part of a gift) who is now looking forward to wearing them on our next holiday.
",1.0
1638,1638,Kate,"
Lovely!


Lovely, comfortable fit. I am normally a size 4-5 and ordered a size 4. Fit perfectly! Very comfortable to walk in. Perfect for the summer.
",1.0
1639,1639,Carole Osborne,"
Arizona Birkenstocks


These are the most comfortable sandals I have ever had - this is my second pair - cannot praise them highly enough!!!
",1.0
1640,1640,Fiona Taylor,"
Five Stars


Great product, great value
",1.0
1641,1641,Mary calvert,"
Stood 11 hours a day, I have worn birkenstocks ...


Stood 11 hours a day,I have worn birkenstocks for many years, never had aching feet or legs.
",1.0
1642,1642,S ATurnbull,"
Five Stars


great sandals
",1.0
1643,1643,Pedro,"
A must-have classic for really good money


I was already familiar with the product so I knew it was gonna fit my expectations.
",1.0
1644,1644,Lesley Simm,"
look great, first ever pair but will buy more


Fit perfectly, delivered on time, look great, first ever pair but will buy more!
",1.0
1645,1645,Mel,"
Great price


The real stuff just cheaper. Thanks!
",1.0
1646,1646,Nicky K,"
Four Stars


Comfy as they always are
",1.0
1647,1647,eric acton,"
Five Stars


Perfect fit
",1.0
1648,1648,Busy Lizzy,"
Five Stars


Always brilliant.
",1.0
1649,1649,Marina Egan,"
Happy with purchase


Arrived on time. Happy with purchase.
",1.0
1650,1650,Anita Smith,"
Five Stars


They're great
",1.0
1651,1651,Alan Cooper,"
Five Stars


Second pair, they are sooo.. comfy!
",1.0
1652,1652,Jillyj,"
Really comfortable sandals


Love these sandals! Soooo comfortable - don't want to take them off!
",1.0
1653,1653,mrs elizabeth m britton,"
Five Stars


these are excellent sandal
",1.0
1654,1654,MC,"
Five Stars


Perfect
",1.0
1655,1655,Nicola Gillham,"
Birkenstock Arizona


This is my 6th pair of Birkenstock sandals - I just love them!They fit like they were made for me!
",1.0
1656,1656,ROBERT GOODING,"
very good product, excellent value for


very good product , excellent value for money
",1.0
1657,1657,April Kennedy,"
Three Stars


Look lovely, just a bit too wide.
",1.0
1658,1658,Alex Hepworth,"
they are terribly scuffed! Really disappointed


For saying the shoes are new, they are terribly scuffed! Really disappointed.
",0.0
1659,1659,Georgina Fox,"
All round great product


Great delivery & great price
",1.0
1660,1660,Amazon Customer,"
Birkies


Great quality and fit!
",1.0
1661,1661,christine,"
Three Stars


This style was very wide and probably more suited to male sizes so had to return
",0.0
1662,1662,Kevin McCalman,"
Four Stars


Good product, delivered as expected.
",1.0
1663,1663,mrs doreen stone,"
One Star


To wide also to long
",0.0
1664,1664,Mike,"
had read previous reviews which recommended this. Fit perfectly


I ordered a size smaller than my usual size in shoes, had read previous reviews which recommended this. Fit perfectly
",1.0
1665,1665,Shirley May Culverhouse,"
Five Stars


As usual very comfortable
",1.0
1666,1666,OLLY,"
Great


Great product. As described. Fast delivery
",1.0
1667,1667,Amazon Customer,"
Five Stars


Love these
",1.0
1668,1668,vicki,"
perfect


all good
",1.0
1669,1669,Barbara Newnes,"
Five Stars


Great sandles, hubby loves them
",1.0
1670,1670,Mr. Nicholas Storer,"
Five Stars


Very comfortable thank you.
",1.0
1671,1671,Dolphin,"
& comfortable. ❤ 👍


❤lovely,  & comfortable. ❤ 👍
",1.0
1672,1672,clive ridley,"
Just what I expected


Looking for another pair..
",1.0
1673,1673,alison sharpe,"
THE FIT WAS AS EXPECTED BUT I WISHED I'D ORDERED THE NORMAL WIDTH INSTEAD OF THE NARROW WIDTH, HENCE ME RETURNING THEM


THE SHOES FIT WAS AS EXPECTED BUT I WISHED I'D ORDERED THE NORMAL WIDTH INSTEAD OF THE NARROW WIDTH, HENCE ME RETURNING THEM
",0.0
1674,1674,Amazon Customer,"
Classic


Classic - amazingly comfortable
",1.0
1675,1675,C. Carter,"
Five Stars


High quality sandals that are very comfortable and more practical than flip flops
",1.0
1676,1676,Adam,"
Too big


Mine have arrived but are too big. How can I return and get the right size?? I can't figure out how to contact the seller
",0.0
1677,1677,Paul,"
Birkenstock - good shoes


This is the second pair of these clogs that I have had, the last pair lasting well for over five years, so highly recommended.
",1.0
1678,1678,Donna Long,"
Perfect


Very comfortable . Fit perfectly. More comfortable than Madrid. Haven't been off my feet
",1.0
1679,1679,C.G.Ellner,"
Five Stars


Stylish and very comfortable
",1.0
1680,1680,Mr D J Shackley,"
Four Stars


Slightly larger than expected but good quality
",1.0
1681,1681,Alice Winter,"
Five Stars


Fantastic very comfy from day 1
",1.0
1682,1682,Claire,"
Great sandal, comfortable and fit great


Great sandal, comfortable and fit great. Get the size below your original size though as this sandal is big.
",1.0
1683,1683,Amazon Customer,"
Five Stars


Service and product super
",1.0
1684,1684,michael fisher,"
Super Birkies


Have chosen Birkenstock for years.These lived up to all expectations.Excellent quality at a sensible price
",1.0
1685,1685,Miss A C Cook,"
Great Shoes


Thanks for sending so quickly will be perfect for my holiday and running after my 2 year old come rain or shine
",1.0
1686,1686,Kindle Customer,"
Selected size just 1 down as always finf Birkenstocks are ...


Selected size just  1 down as always finf Birkenstocks are always generous on size
",1.0
1687,1687,Ann Marie,"
Five Stars


very pleased with both the fit and the price of the sandles
",1.0
1688,1688,john mahony,"
gre as t buy


The bedt goot ware I've brought for along time
",1.0
1689,1689,BIGDON,"
Thank you


Brand new and love them.  Free delivery was quick too Thanks
",1.0
1690,1690,E. Sanders,"
Four Stars


Very pleased with these. Fit was good, with ability to adjust with with the straps.
",1.0
1691,1691,KJ,"
Five Stars


The size fits good, very light and comfortable
",1.0
1692,1692,Amazon Customer,"
Amazing


Amazing and comfortable
",1.0
1693,1693,Petra B.,"
Excellent clogs


A true classic. High quality, durable clogs. Have been buying these for years now.
",1.0
1694,1694,Marina Egan,"
Five Stars


Very happy with my purchase. Ordered 5pm Saturday goods arrived 3.30pm Sunday.
",1.0
1695,1695,Charles,"
Four Stars


Replaces an old pair getting past it
",1.0
1696,1696,Amazon Customer,"
Beautiful


These are sooo lovely! Can't wait for summer to wear them
",1.0
1698,1698,Victoria Robinson,"
It's love!


LOVE LOVE LOVE THESE!! super comfy and arrived super quick.
",1.0
1699,1699,Emily Richardson,"
Size down!


Amazing value. I actually sized down in these shoes as previous reviews had told me to and they fit perfectly.
",1.0
1700,1700,Marion Noreen Ball,"
Great for trekking and beach/ pool wear


As expected... Great for trekking and beach/ pool wear. Arrived on time. Gteat
",1.0
1701,1701,Miss L Bodenham,"
Had to go 1 size smaller


I am usually a size 37 but had to go a size smaller in these.They fit perfectly.Now I want them in black!
",1.0
1702,1702,Magsalex,"
Love my Birks!


I bought these to replace my old pair that are finally giving up after several years of faithful service. Great summer footwear.
",1.0
1703,1703,Karen Tomlinson,"
Five Stars


Good fit
",1.0
1704,1704,Kindle Customer,"
Five Stars


have a lot of birkenstock,
",1.0
1706,1706,Charlotte Zhang,"
Five Stars


Choose one size smaller
",1.0
1707,1707,harper71,"
Four Stars


Excellent. I would recommend buying a size small than your usual.
",1.0
1708,1708,Amazon Customer,"
Five Stars


Very comfortable
",1.0
1709,1709,Deborah Smith,"
Good substitute and very happy with


Sent replacement item as style I wanted out of stock. Good substitute and very happy with them
",1.0
1710,1710,Mohamed Elmegiri,"
size attention, otherwise top product.


Just to pay attention to size as it is bigger than normal sizing, otherwise top product. thanks for it .
",1.0
1711,1711,Amazon Customer,"
Five Stars


Really glad I got my uncle these he loves them and they are really comfy he said
",1.0
1713,1713,Amazon Customer,"
Five Stars


Extremely comfortable sandal - definitely worth it!
",1.0
1714,1714,John Small,"
Love them, so comfortable


Love them ,so comfortable.
",1.0
1715,1715,jean humphreys,"
Replacing old friends


The point about Birkies is, that if you know your size, they will fit. They don't need to be tried on.
",1.0
1716,1716,Jenpurple,"
Five Stars


Arrived very quickly and fits well
",1.0
1717,1717,Marie Neophytou,"
Perfect!!


I wear them everyday!! My go to shoes.
",1.0
1718,1718,Almog Haimovitch,"
Good product, the size was a bit big for


Good product, the size was a bit big for me
",1.0
1719,1719,Andreas Tsirpanis,"
Four Stars


Very good product.
",1.0
