,Name,Review,Suggestions/Complaints
501,Ravi Dabhi,"
Mind Blowing Features....Go for It



  Best product to make your TV as smart as new. It changes your mind set to the next level. Very Smooth interface and easy to understand UI graphics.Alexa works intelligent.Love the Remote build quality and size that fits in your hand perfectly.Just go for it. PERFECT Choice for your TV.

",1
502,Harshanand,"
Great product



  It's v v nice productU must have wifi router for better streaming of videos bcz mobile wifi doesn't work betterMust buy product for making ur tv to smart tv

",1
503,Amazon Customer,"
Didn't work. Waiting for return pickup and delivery of replacement for past 5 days



  Didn't work. Waiting for return pickup and delivery of replacement for past 5 days

",0
504,Rachna sati,"
A good quality product for non- smart TV users



  Stream quality is commendable  plus it depends on your broadband connection.. Voice recognition is good but it can be improved.. 80% it gives u what u r looking for.. Volume control is good it provide quite beneficial for me..  As My Samsung TV was not working ... So I had to depend on ALEXA..  Alexa is also a good girl.. It listens to u like a good student and responds according to it

",1
505,Raghu,"
Perfect for dumb tv



  In my case first boot was annoying as it updated and all but after that it was smooth experience.I even sideloaded jiotv apk and mouse toggle apk.Working fine.

",1
506,s3r,"
Integral part of every family!!!



  This is a device which transforms most of our regular TV's into smart tv.Useful & effective. Can convert most of our TV's to stream Prime, Netflix, Hotstar, Sony LIV etc.

",1
507,Jayakrishnan kiran,"
Blindly go for it if you regularly watch OTT content



  Fire stick will give you the best picture & audio quality. Its the cheap & best way to watch all ott content including news when compared to set top box or android tv's.Its worth every penny, If you love watching OTT content.

",1
508,Marshall F.,"
Great add-on to my Amazon Smart Device Ecosystem



  Although linked to my same Amazon account, almost 99% of the time voice recognition and Alexa functions were much better than my echo dot 3rd gen speaker (which I absolutely love too) B)

",1
509,tcc,"
Very much satisfied...



  Very good product.. No lag at all.. Catching my WiFi quickly even in the TV placed in the bedroom.. Good voice recognition on Alexa... Good.. Very much satisfied...

",1
510,Anil,"
Great device but...



  Undoubtedly the #1 media streaming stick which does everything as advertised. But recently there are ads in the PrimeVideo app that can't be skipped. These ads can be skipped when viewing PrimeVideo on desktop but not when using the Fire TV Stick.

",1
511,megala ravi,"
Awsome device, very happy



  Great deal I bought it at 2399 ₹ . My tv was converted in to smart TV. After this arrival my family is getting together daily because of tv . Feeling. like a, house is filled with people's. Last two years my tv was not used. But Now my tv gets alived. Thanku Amazon to making my family and tv alive. 🙏🙏🙏but one thing that my tv brand is not in that list so iam using tv remote also

",1
512,Amit Kumar Singh,"
Nice Product!






                    The media could not be loaded.
                




   Nice Product. My tv (2015 Model) was having Netflix, Prime and Youtuble. Now with this fire stick I can access Hotstar, Sony Liv, Zee5, Voot, Max Player and many more apps easily. Also it supports voice commands with Alexa integrated in this product.

",1
513,John Clifford,"
Not pairing.



  Not pairing with remote. Seems to be a common issue for a lot of people who recently bought the product.

",0
514,A S Khan,"
Semi Smart TVs



  The organ is quite useful for those early generation smart TVs which do not carry Youtube or have been delicenced for Youtube. It is quite good for other paid plarforms like Prime  Video and the like.

",1
515,K.Anand,"
Must have for the ones who do not have or do not want to have a Smart TV



  Streaming is very easy, alexa works great, dedicated app button in the remote is very very useful.

",1
516,Pranab Paul,"
Fire TV stick damaged my Samsung LED screen,






                    The media could not be loaded.
                




   After plugged to HDMI port, Fire TV stick damaged my Samsung LED screen( black border, Vertical_Horizontal dotted lines appeared) .local repair centre estimated INR 12k to 15k for replace the screen. Shared with Amazon Fire TV stick support team for appropriate resolution.

",0
517,Mahadev B,"
Good product. Worth buying it



  Good product. Works very well on my Panasonic Non-Android LCD TV.No issues so far. Good video and sound quality.YouTube needs to be bit user-friendly as in Android Phone.

",1
518,Likush,"
Feel Dolbous and Fantastic



  Firstly, i was hesitating to buy. But after using it, I loved using it. My family is enjoying and it is very user friendly. You will get theatre effect while seeing Prime movies. I recommend to buy one as u can take every where u want. Now no to cable subscription and yes to Amazon fire tv stick. Made my tv, a smart tv. Getting addicted to it.

",1
519,Aryan N Dhote,"
Highly recommend to buy this product.



  The Product i got was in good condition, The Handling and Delivery was also very good 👍.I am fully satisfied with this product and in love with this firetvstick.I highly recommend to buy this product.Thanks Amazon for making such good product ☺.

",1
520,Joy,"
Fabulous product. Excellent service.



  Fire TV stick works seamlessly. Good build quality. User friendly though it took a while for initial setup. Dolby atmos software does enhance the sound.More than that I must commend the customer care from Amazon, I had received a faulty product at first. Not just they replaced it with a new one, they rewarded me a cash voucher for the inconvenience suffered.

",11
